Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Dmg.binary
Fatal,Destroyed,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,SHILT JERRY C,F-1 ROCKET,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,STINSON,108,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA-22-135,No,1.0,Reciprocating,091,0.0,1.0,0.0,2.0,1
Fatal,Destroyed,Airplane,PIPER,PA 12,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,NORTH AMERICAN,T 6G,No,1.0,Reciprocating,091,0.0,1.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,310R,No,2.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,COSTRUZIONI AERONAUTICHE TECNA,P2004 BRAVO,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28R-201,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,AMERICAN,AA 1,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BELLANCA,8KCAB,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,U206,No,1.0,Reciprocating,,0.0,5.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,WEATHERLY AVIATION CO INC,620B,No,1.0,Reciprocating,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Minor,Airplane,BEECH,A36TC,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,0
Non-Fatal,Substantial,Airplane,GULFSTREAM AEROSPACE,GIV X (G450),No,2.0,Turbo Fan,NUSN,0.0,0.0,0.0,4.0,1
Non-Fatal,Substantial,Airplane,LAZEAR JOHN T,ZENAIR STOL CH 701,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Substantial,Airplane,TEMCO,GC 1B,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,HOWARD AIRCRAFT,DGA 15P,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,BELLANCA,8GCBC,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 34,No,2.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,CESSNA,208,No,1.0,Turbo Prop,,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,TITAN,TORNADO I,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Fatal,Destroyed,Airplane,CHAMPION,8KCAB,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,CESSNA AIRCRAFT,172,No,1.0,Reciprocating,NUSN,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,AEROPRO CZ,EUROFOX LSA,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,ZEILER,BAKENG DUCE 1976 CZ,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,170,No,1.0,Reciprocating,091,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,B200,No,2.0,Turbo Prop,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Fatal,Destroyed,Airplane,SOCATA,TB 20 TRINIDAD,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CHEUNG DAVID S,VANS RV6,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,GRUMMAN SCHWEIZER,G-164,No,1.0,Reciprocating,137,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,PIPER,PA31T,No,2.0,Turbo Prop,NUSN,4.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,LUSCOMBE,8,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,C23,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA44,No,2.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND GMBH,DA 40 NG,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CUB CRAFTERS INC,CC11 100,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,NORTH AMERICAN,SNJ,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 22-150,No,1.0,Reciprocating,091,0.0,0.0,3.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,GANJOO AMIT,SONEX,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Substantial,Airplane,APPLEBY,NIEUPORT 28,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182A,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 31-350,No,2.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,185,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182G,No,1.0,Reciprocating,091,0.0,4.0,0.0,0.0,1
Fatal,Substantial,Airplane,BELLANCA,17 31ATC,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,1.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T210N,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,99,No,2.0,Turbo Prop,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,THOMAS B MCGRATH,JA30 SUPERSTOL,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,CESSNA,421C,No,2.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,NANCHANG,CJ6A,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,MOONEY,M20J,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 602,No,1.0,Turbo Prop,137,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,PILATUS AIRCRAFT LTD,PC 12,No,1.0,Turbo Prop,135,3.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,YAKOVLEV,YAK 52,No,1.0,Reciprocating,091,0.0,1.0,0.0,1.0,1
Fatal,Substantial,Airplane,Socata-Groupe Aerospatiale,TB 20,No,1.0,Reciprocating,,3.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CHAMPION,7KCAB,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA32RT,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,ZWICKER MURRAY R,GLASTAR,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Substantial,Airplane,PIPER,PA31,No,2.0,Reciprocating,NUSN,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,MAULE,MX7,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CIRRUS,SR20,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Substantial,Airplane,CESSNA,208B,No,1.0,Turbo Prop,135,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 32-260,No,1.0,Reciprocating,091,0.0,1.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MOONEY,M20,No,1.0,Reciprocating,091,0.0,1.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T182,No,1.0,Turbo Prop,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,PIPER,PA31,No,2.0,Reciprocating,NUSC,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,NELSON SYDNEY,VANS ACFT RV8A,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,190,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Destroyed,Airplane,AIR TRACTOR INC,AT 502,No,1.0,Turbo Prop,137,0.0,1.0,0.0,0.0,1
Fatal,Substantial,Airplane,Hy-Tek,Hurricane,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,SHORT BROS. & HARLAND,SD3 30,No,2.0,Turbo Prop,135,2.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,QUICKSILVER MANUFACTURING INC,SPORT2S R582,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,ROBERT E BOUNDS,BOUNDS BEARCOUPE,Yes,1.0,Reciprocating,091,0.0,0.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,THRUSH AIRCRAFT INC,S2R-H80,No,1.0,Turbo Prop,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,ADRIAN GEORGE W,EUROPA CLASSIC,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,170,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,STINSON,108,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,JOHNSON KENNETH,SUPER CUB SPORT,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA28R,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,JOHN MURPHY,JSX-2,Yes,1.0,Turbo Jet,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,A185,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Piper,PA 18A,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Fatal,Substantial,Airplane,ICON AIRCRAFT INC,A5,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164,No,1.0,Turbo Prop,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Destroyed,Airplane,GRUMMAN,G-164C,No,1.0,Turbo Prop,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,A185,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MOONEY,M20R,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA23,No,2.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Destroyed,Airplane,CESSNA,P210N,No,1.0,Reciprocating,NUSN,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,REUPERT MARK,AVID FLYER,Yes,1.0,Reciprocating,091,0.0,1.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA18,No,1.0,Reciprocating,091,0.0,0.0,1.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,BEECH,A36TC,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BROKAW BERGON F,ZODIAC,Yes,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,JOHNSON KENNETH W,SUPER CUB SPORT,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,REIMS,CESSNA FR172,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,No,1.0,Reciprocating,091,0.0,1.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MOONEY AIRPLANE CO INC,M20TN,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,WSK-PZL WARZAWA-OKECIE,PZL 104 WILGA 80,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 802,No,1.0,Turbo Prop,137,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,MOONEY,M20E,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,LEARJET,35A,No,2.0,Turbo Fan,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,WEAVER STANLEY R/ROBINSON SCOT,VANS RV-8,Yes,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA22,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,EVOLUTION AIR LLC,LANCAIR EVOLUTION,Yes,1.0,Turbo Prop,091,0.0,3.0,0.0,2.0,1
Fatal,Destroyed,Airplane,MITSUBISHI,MU2B,No,2.0,Turbo Prop,091,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,AYRES,S2R,No,1.0,Reciprocating,NUSC,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,STINSON,108,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,U206,No,1.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA34,No,2.0,Reciprocating,NUSN,0.0,0.0,0.0,1.0,1
Non-Fatal,Minor,Airplane,CESSNA,182,No,1.0,Reciprocating,NUSN,0.0,0.0,0.0,3.0,0
Non-Fatal,Substantial,Airplane,CGS,HAWK,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 34,No,2.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T182,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MAULE,M7,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,175,No,1.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,EXTRA FLUGZEUGBAU,EA 300/S,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,150,No,1.0,Reciprocating,091,0.0,1.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,FAIRCHILD,24R,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-181,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,BOEING,757,No,2.0,Turbo Fan,121,0.0,0.0,0.0,186.0,1
Non-Fatal,Substantial,Airplane,THOMAS E HUDZINSKI,BACKCOUNTRY SUPER CR,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,208,No,1.0,Turbo Prop,135,0.0,0.0,0.0,8.0,1
Non-Fatal,Substantial,Airplane,MAULE,MX7,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,DEHAVILLAND,DHC 6,No,2.0,Turbo Prop,091,0.0,0.0,0.0,2.0,1
Fatal,Substantial,Airplane,PIPER,J3C,No,1.0,Reciprocating,091,1.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,58,No,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,208,No,1.0,Turbo Prop,135,0.0,0.0,0.0,8.0,1
Fatal,Substantial,Airplane,AEROTEK,PITTS S 2A,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164,No,1.0,Turbo Prop,137,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,JOHNSON,Glastar,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A-1B,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,AMSTUTZ CURTIS J,BD-5B,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,091,0.0,1.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,CESSNA,175,No,1.0,Reciprocating,091,0.0,3.0,0.0,0.0,1
Fatal,Substantial,Airplane,PIPER,PA 30,No,2.0,Reciprocating,091,2.0,0.0,1.0,0.0,1
Fatal,Substantial,Airplane,ARCTIC AIRCRAFT CO INC,S 1B2,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,A185,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,AVIONS MUDRY CIE,CAP 231,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA28,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA-28,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,DEHAVILLAND,DHC 2,No,1.0,Reciprocating,135,0.0,0.0,0.0,7.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA36,No,1.0,Reciprocating,137,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,MOONEY,M20J,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,JESS LLC,JUST AIRCRAFT SUPERS,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,PIPER,PA34,No,2.0,Reciprocating,NUSN,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,ERNEST T CHRISTLEY,ZENITH ZODIAC 601XL,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MAULE,MX7,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Substantial,Airplane,CESSNA AIRCRAFT COMPANY,441,No,2.0,Turbo Prop,,3.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CUB CRAFTERS INC,CC19,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,TAPPEN CHRIS,VELOCITY SUV,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Minor,Airplane,REIMS AVIATION S.A.,F150 M,No,1.0,Reciprocating,NUSN,0.0,0.0,0.0,2.0,0
Non-Fatal,Substantial,Airplane,CESSNA,A185,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Substantial,Airplane,VARGA AIRCRAFT CORP.,2150A,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,091,0.0,0.0,0.0,4.0,1
Fatal,Destroyed,Airplane,CESSNA,180,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,091,1.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,MALINOWSKI WALTER S,RV8,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,MAGNAGHI AERONAUTICA SPA,SKY ARROW LSA,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T182,No,1.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Fatal,Destroyed,Airplane,Michael S. Logan,Kitfox,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BOEING,B75N1,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,PIPER,PA23,No,2.0,Reciprocating,135,1.0,1.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,LUSCOMBE,8A,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PAUL R SEIPT,SONEX,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,210F,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Minor,Airplane,BOEING,737 7H4,No,2.0,Turbo Fan,121,0.0,0.0,0.0,67.0,0
Fatal,Substantial,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,150,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Destroyed,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,Bob Frederick,Titan T-51,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA28,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,LEVY ADAM V,LEGACY 2000,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 802,No,1.0,Turbo Prop,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AG-CAT CORPORATION,G 164,No,1.0,Turbo Prop,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,207,No,1.0,Reciprocating,135,0.0,0.0,0.0,5.0,1
Non-Fatal,Substantial,Airplane,MCKENNA,SD-1A,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Minor,Airplane,PIPER,PA 28-235,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,0
Non-Fatal,Substantial,Airplane,BELLANCA,17 30,No,1.0,Reciprocating,091,0.0,0.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 32R-301T,No,1.0,Reciprocating,091,0.0,1.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,Thompson,Angel Hawk II,Yes,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
